stimulus_type,stimulus_name,face,music,odor,hedo_rt,hedo,emo_rt,emo,fam_rt,fam,compl_rt,compl,subject,hedo_scaled,hedo_zscore,emo_scaled,emo_zscore,fam_scaled,fam_zscore,compl_scaled,compl_zscore,version
face,V06,V06,,,2647.0,8.0,1791.0,2.0,1903.0,7.0,2130.0,260.0,S28-CSB,5.16,0.3074851223074186,0.04,-2.56161319622566,0.14,-1.19288767765762,5.2,-0.1805739621246056,1.0
music,M10,,M10,,686.0,130.0,1979.0,278.0,1425.0,354.0,2708.0,221.0,S28-CSB,7.6,1.4395398152049086,5.5600000000000005,0.3975995369098077,7.08,1.3082121661320727,4.42,-0.7539362418618486,1.0
music,M04,,M04,,617.0,-234.0,1025.0,380.0,3401.0,293.0,2138.0,329.0,S28-CSB,0.32,-1.9380659898335049,7.6,1.4912216339381326,5.859999999999999,0.8685375538232218,6.58,0.8338362251028242,1.0
odor,14,,,14.0,1200.0,-237.0,1776.0,400.0,1373.0,382.0,3008.0,331.0,S28-CSB,0.26,-1.9659034003145903,8.0,1.705657339237804,7.640000000000001,1.510030020962365,6.62,0.8632394189355033,1.0
face,V09,V09,,,2340.0,-8.0,3133.0,108.0,,,2789.0,272.0,S28-CSB,4.84,0.1590189330749608,2.16,-1.4251039581374003,,,5.44,-0.0041547991285309,1.0
odor,8,,,8.0,2134.0,-72.0,1532.0,301.0,1819.0,130.0,3811.0,265.0,S28-CSB,3.56,-0.43484582385487,6.02,0.64420059800443,2.6,-0.3063306725102649,5.300000000000001,-0.1070659775429078,1.0
music,M07,,M07,,1143.0,109.0,506.0,313.0,1982.0,289.0,3283.0,291.0,S28-CSB,7.18,1.244677941837308,6.26,0.772862021184233,5.779999999999999,0.8397064317046087,5.819999999999999,0.2751755422819207,1.0
music,M15,,M15,,3678.0,37.0,1153.0,268.0,1943.0,7.0,2167.0,278.0,S28-CSB,5.739999999999999,0.5765800902912482,5.36,0.2903816842599719,0.14,-1.19288767765762,5.5600000000000005,0.0840547823695064,1.0
odor,15,,,15.0,2318.0,6.0,1541.0,211.0,2042.0,216.0,2789.0,227.0,S28-CSB,5.12,0.2889268486533614,4.22,-0.3207600758440919,4.32,0.3135384530399182,4.54,-0.6657266603638112,1.0
face,V15,V15,,,2226.0,6.0,1879.0,188.0,2022.0,5.0,,,S28-CSB,5.12,0.2889268486533614,3.76,-0.5673611369387142,0.1,-1.207303238716927,,,1.0
odor,6,,,6.0,2105.0,-7.0,1753.0,67.0,2588.0,116.0,2827.0,250.0,S28-CSB,4.859999999999999,0.1682980699019894,1.34,-1.864697154001727,2.3200000000000003,-0.407239599925411,5.0,-0.3275899312880013,1.0
music,M11,,M11,,1697.0,-95.0,2566.0,274.0,2253.0,27.0,1929.0,268.0,S28-CSB,3.1,-0.648265970876528,5.48,0.3547123958498734,0.54,-1.048732067064554,5.36,-0.0629611867938891,1.0
music,M06,,M06,,,,3009.0,201.0,2675.0,142.0,1341.0,238.0,S28-CSB,,,4.0200000000000005,-0.4279779284939277,2.84,-0.2198373061544254,4.76,-0.504009094284076,1.0
face,V17,V17,,,2241.0,-5.0,2718.0,226.0,1781.0,1.0,1977.0,260.0,S28-CSB,4.9,0.1868563435560466,4.5200000000000005,-0.1599332968693382,0.02,-1.2361343608355395,5.2,-0.1805739621246056,1.0
odor,9,,,9.0,1694.0,74.0,1446.0,270.0,3144.0,318.0,2059.0,258.0,S28-CSB,6.48,0.9199081528913068,5.4,0.3118252547899391,6.36,1.048732067064554,5.16,-0.2099771559572848,1.0
face,V07,V07,,,1856.0,-5.0,2281.0,268.0,2857.0,218.0,2254.0,248.0,S28-CSB,4.9,0.1868563435560466,5.36,0.2903816842599719,4.36,0.3279540140992248,4.96,-0.3569931251206804,1.0
music,M02,,M02,,2342.0,34.0,1659.0,271.0,3510.0,175.0,2994.0,262.0,S28-CSB,5.68,0.5487426798101624,5.42,0.3225470400549227,3.5,0.0180194513241332,5.24,-0.1511707682919265,1.0
odor,5,,,5.0,1210.0,55.0,2205.0,266.0,,,249.0,427.0,S28-CSB,6.1,0.7436045531777632,5.32,0.2689381137300048,,,8.54,2.274592722904101,1.0
music,M13,,M13,,712.0,-247.0,1265.0,367.0,1912.0,284.0,2052.0,291.0,S28-CSB,0.06,-2.0586947685848767,7.34,1.3518384254933462,5.68,0.8036675290563422,5.819999999999999,0.2751755422819207,1.0
odor,7,,,7.0,1203.0,151.0,815.0,320.0,1246.0,324.0,2999.0,78.0,S28-CSB,8.02,1.6344016885725094,6.4,0.847914518039118,6.48,1.0919787502424738,1.56,-2.856264600898406,1.0
music,M03,,M03,,3202.0,-202.0,701.0,299.0,2090.0,193.0,4732.0,286.0,S28-CSB,0.96,-1.6411336113685893,5.98,0.6227570274744628,3.86,0.1477595008578925,5.72,0.2016675577002229,1.0
odor,3,,,3.0,1511.0,-226.0,3587.0,376.0,2020.0,292.0,1869.0,321.0,S28-CSB,0.48,-1.863832895217276,7.52,1.4483344928781985,5.84,0.8613297732935685,6.42,0.7162234497721076,1.0
face,V11,V11,,,1685.0,-8.0,,,2919.0,6.0,3105.0,239.0,S28-CSB,4.84,0.1590189330749608,,,0.12,-1.2000954581872734,4.779999999999999,-0.4893074973677365,1.0
face,V12,V12,,,4618.0,8.0,,,2197.0,396.0,2024.0,259.0,S28-CSB,5.16,0.3074851223074186,,,7.92,1.610938948377511,5.18,-0.1952755590409452,1.0
odor,3,,,3.0,2428.0,10.0,3880.0,148.0,4100.0,176.0,2870.0,298.0,S29-SBC,5.2,-0.0725119946157213,2.96,-1.4078316806971405,3.52,-0.9931088963833868,5.96,0.4966173819815451,1.0
music,M14,,M14,,3340.0,82.0,2742.0,192.0,4125.0,173.0,2329.0,63.0,S29-SBC,6.640000000000001,0.852925368105324,3.84,-0.6534712859816704,3.46,-1.029069796981191,1.26,-1.674046120224443,1.0
music,M18,,M18,,2910.0,145.0,2656.0,279.0,3646.0,317.0,4312.0,144.0,S29-SBC,7.9,1.662683060486239,5.58,0.8381049490239184,6.34,0.6970534317134133,2.88,-0.9258599769108896,1.0
odor,12,,,12.0,2738.0,-63.0,3615.0,320.0,2082.0,405.0,2117.0,305.0,S29-SBC,3.74,-1.0108026540412258,6.4,1.5410316804633335,8.100000000000001,1.7519065159156717,6.1,0.561275443749383,1.0
music,M06,,M06,,2242.0,74.0,2601.0,230.0,1606.0,204.0,2682.0,83.0,S29-SBC,6.48,0.7500989944696524,4.6000000000000005,-0.0019782178183097,4.08,-0.6574738241372138,1.66,-1.489308800887763,1.0
odor,6,,,6.0,1758.0,105.0,2758.0,287.0,4007.0,384.0,4781.0,299.0,S29-SBC,7.1,1.1485511923078802,5.739999999999999,0.9752613844267312,7.68,1.5001802117310417,5.98,0.5058542479483791,1.0
music,M15,,M15,,2953.0,83.0,3401.0,297.0,3364.0,301.0,2167.0,165.0,S29-SBC,6.66,0.865778664809783,5.94,1.1467069286802472,6.02,0.5052619618584573,3.3000000000000003,-0.7318857916073759,1.0
face,V15,V15,,,3015.0,73.0,4284.0,271.0,,,4135.0,218.0,S29-SBC,6.46,0.7372456977651934,5.42,0.7009485136211056,,,4.36,-0.2423318953651742,1.0
odor,2,,,2.0,4454.0,24.0,1614.0,305.0,4233.0,280.0,2388.0,152.0,S29-SBC,5.48,0.1074341592467041,6.1,1.28386336408306,5.6000000000000005,0.2535356576738274,3.04,-0.8519650491762177,1.0
face,V02,V02,,,1797.0,142.0,3600.0,306.0,3458.0,330.0,2299.0,137.0,S29-SBC,7.84,1.624123170372862,6.12,1.3010079185084114,6.6000000000000005,0.852884000970565,2.74,-0.9905180386787276,1.0
face,V17,V17,,,2306.0,-47.0,3975.0,269.0,2562.0,131.0,2688.0,325.0,S29-SBC,4.0600000000000005,-0.8051499067698823,5.380000000000001,0.6666594047704024,2.62,-1.5325224053504507,6.5,0.7460127630860629,1.0
odor,15,,,15.0,3705.0,11.0,2714.0,164.0,4710.0,269.0,2173.0,167.0,S29-SBC,5.220000000000001,-0.0596586979112623,3.28,-1.133518809891515,5.380000000000001,0.1216790221485451,3.3400000000000003,-0.7134120596737079,1.0
music,M11,,M11,,3674.0,109.0,1059.0,300.0,2068.0,390.0,4232.0,322.0,S29-SBC,7.18,1.1999643791257162,6.0,1.1981405919563015,7.800000000000001,1.57210201292665,6.44,0.7183021651855609,1.0
odor,8,,,8.0,3074.0,-98.0,2558.0,256.0,1945.0,334.0,1653.0,384.0,S29-SBC,3.04,-1.4606680386972897,5.12,0.4437801972408317,6.680000000000001,0.900831868434304,7.68,1.2909878551292684,1.0
face,V18,V18,,,2373.0,-35.0,2867.0,177.0,2416.0,128.0,2728.0,348.0,S29-SBC,4.3,-0.6509103463163747,3.54,-0.9106396023619444,2.56,-1.568483305948255,6.959999999999999,0.9584606803232448,1.0
odor,10,,,10.0,2524.0,-160.0,2569.0,303.0,2165.0,195.0,2551.0,392.0,S29-SBC,1.7999999999999998,-2.257572434373745,6.06,1.2495742552323563,3.9,-0.7653565259306265,7.84,1.3648827828639405,1.0
face,V11,V11,,,4022.0,-39.0,2513.0,149.0,3350.0,177.0,4964.0,341.0,S29-SBC,4.22,-0.7023235331342106,2.98,-1.3906871262717888,3.54,-0.981121929517452,6.82,0.8938026185554068,1.0
odor,1,,,1.0,4284.0,-88.0,2957.0,142.0,2101.0,296.0,2855.0,299.0,S29-SBC,3.24,-1.3321350716526998,2.84,-1.51069900724925,5.92,0.4453271275287834,5.98,0.5058542479483791,1.0
music,M13,,M13,,3708.0,49.0,3642.0,155.0,1746.0,331.0,3324.0,420.0,S29-SBC,5.98,0.4287665768581783,3.1,-1.2878197997196794,6.62,0.8648709678364997,8.4,1.623515029935292,1.0
face,V10,V10,,,1962.0,98.0,2856.0,208.0,1793.0,202.0,2684.0,114.0,S29-SBC,6.959999999999999,1.0585781153766676,4.16,-0.3791584151760448,4.04,-0.6814477578690833,2.28,-1.2029659559159094,1.0
music,M07,,M07,,1852.0,82.0,2572.0,195.0,2937.0,168.0,2510.0,119.0,S29-SBC,6.640000000000001,0.852925368105324,3.9,-0.6020376227056156,3.3600000000000003,-1.0890046313108648,2.38,-1.1567816260817394,1.0
face,V14,V14,,,1720.0,-81.0,1837.0,168.0,1902.0,196.0,2589.0,303.0,S29-SBC,3.3800000000000003,-1.2421619947214873,3.3600000000000003,-1.0649405921901085,3.92,-0.7533695590646917,6.06,0.542801711815715,1.0
music,M16,,M16,,1902.0,91.0,2903.0,313.0,1222.0,368.0,2126.0,174.0,S29-SBC,6.82,0.9686050384454548,6.26,1.4210197994858726,7.359999999999999,1.3083887418760856,3.4799999999999995,-0.64875399790587,1.0
face,V04,V04,,,2801.0,114.0,,,1300.0,382.0,2822.0,398.0,S29-SBC,7.279999999999999,1.264230862648011,,,7.640000000000001,1.4762062779991725,7.960000000000001,1.4203039786649445,1.0
odor,7,,,7.0,,,2990.0,205.0,2216.0,321.0,2511.0,134.0,S29-SBC,,,4.1,-0.4305920784520996,6.42,0.7450012991771523,2.68,-1.0182286365792297,1.0
music,M08,,M08,,4647.0,69.0,1911.0,189.0,3164.0,156.0,1276.0,170.0,S29-SBC,6.38,0.6858325109473576,3.78,-0.7049049492577252,3.12,-1.232848233702082,3.4000000000000004,-0.6857014617732059,1.0
odor,5,,,5.0,2658.0,-13.0,2689.0,186.0,1251.0,343.0,1606.0,159.0,S29-SBC,4.74,-0.3681378188182775,3.72,-0.7563386125337799,6.86,1.008714570227717,3.18,-0.7873069874083798,1.0
music,M12,,M12,,3815.0,187.0,2902.0,308.0,1411.0,401.0,1978.0,395.0,S29-SBC,8.74,2.2025215220735155,6.16,1.3352970273591145,8.02,1.7039586484519325,7.9,1.3925933807644424,1.0
music,M09,,M09,,1570.0,9.0,1560.0,167.0,1645.0,209.0,1798.0,108.0,S29-SBC,5.18,-0.0853652913201803,3.3400000000000003,-1.0820851466154602,4.18,-0.5975389898075399,2.16,-1.2583871517169134,1.0
odor,11,,,11.0,3205.0,-128.0,2571.0,301.0,2430.0,346.0,2313.0,301.0,S29-SBC,2.44,-1.8462669398310585,6.02,1.2152851463816534,6.92,1.044675470825521,6.02,0.524327979882047,1.0
music,M01,,M01,,4232.0,-49.0,3852.0,217.0,2590.0,192.0,4398.0,364.0,S29-SBC,4.0200000000000005,-0.8308565001788003,4.34,-0.2248574253478804,3.84,-0.8013174265284307,7.279999999999999,1.1062505357925885,1.0
music,M02,,M02,,4483.0,37.0,4568.0,165.0,4144.0,213.0,,,S29-SBC,5.739999999999999,0.2745270164046707,3.3000000000000003,-1.116374255466163,4.26,-0.5495911223438009,,,1.0
face,V12,V12,,,2392.0,-59.0,1962.0,182.0,4052.0,150.0,3008.0,170.0,S29-SBC,3.82,-0.95938946722339,3.64,-0.8249168302351862,3.0,-1.3047700348976905,3.4000000000000004,-0.6857014617732059,1.0
music,M10,,M10,,2458.0,38.0,1972.0,176.0,3007.0,328.0,4086.0,272.0,S29-SBC,5.76,0.2873803131091297,3.52,-0.927784156787296,6.5600000000000005,0.8289100672386955,5.44,0.2564588668438613,1.0
face,V07,V07,,,2386.0,65.0,2032.0,275.0,2764.0,379.0,1972.0,325.0,S29-SBC,6.3,0.6344193241295217,5.5,0.769526731322512,7.58,1.440245377401368,6.5,0.7460127630860629,1.0
odor,13,,,13.0,2869.0,-8.0,1839.0,165.0,3814.0,88.0,2501.0,150.0,S29-SBC,4.84,-0.3038713352959827,3.3000000000000003,-1.116374255466163,1.7599999999999998,-2.047961980585645,3.0,-0.8704387811098857,1.0
face,V08,V08,,,2379.0,12.0,3348.0,278.0,4448.0,160.0,,,S29-SBC,5.24,-0.0468054012068034,5.5600000000000005,0.8209603945985667,3.2,-1.1849003662383428,,,1.0
odor,14,,,14.0,3352.0,17.0,1539.0,185.0,2901.0,282.0,1623.0,114.0,S29-SBC,5.34,0.0174610823154914,3.7,-0.7734831669591316,5.64,0.2775095914056969,2.28,-1.2029659559159094,1.0
face,V05,V05,,,2160.0,-75.0,2756.0,280.0,3826.0,280.0,2772.0,373.0,S29-SBC,3.5,-1.1650422144947334,5.6000000000000005,0.85524950344927,5.6000000000000005,0.2535356576738274,7.46,1.1893823294940944,1.0
odor,9,,,9.0,1783.0,-44.0,2766.0,284.0,3283.0,255.0,3391.0,131.0,S29-SBC,4.12,-0.7665900166565054,5.68,0.9238277211506764,5.1,-0.0461385139745413,2.62,-1.0459392344797316,1.0
face,V03,V03,,,1811.0,-94.0,2691.0,282.0,2923.0,341.0,4475.0,325.0,S29-SBC,3.12,-1.4092548518794537,5.64,0.8895386122999731,6.82,0.9847406364958472,6.5,0.7460127630860629,1.0
music,M05,,M05,,2152.0,-66.0,2119.0,166.0,2103.0,184.0,1387.0,392.0,S29-SBC,3.68,-1.0493625441546026,3.3200000000000003,-1.099229701040812,3.68,-0.8972131614559088,7.84,1.3648827828639405,1.0
odor,4,,,4.0,2044.0,-8.0,,,2858.0,191.0,1929.0,139.0,S29-SBC,4.84,-0.3038713352959827,,,3.82,-0.8133043933943656,2.78,-0.9720443067450596,1.0
music,M04,,M04,,2070.0,113.0,2216.0,285.0,1551.0,180.0,1075.0,385.0,S29-SBC,7.26,1.251377565943552,5.699999999999999,0.940972275576028,3.6,-0.9451610289196478,7.7,1.3002247210961024,1.0
face,V16,V16,,,2939.0,5.0,2066.0,260.0,2071.0,170.0,1859.0,365.0,S29-SBC,5.1,-0.1367784781380161,5.2,0.5123584149422381,3.4000000000000004,-1.0650306975789954,7.3,1.1154874017594223,1.0
music,M03,,M03,,2112.0,-79.0,3210.0,184.0,1384.0,217.0,1658.0,270.0,S29-SBC,3.4200000000000004,-1.2164554013125692,3.68,-0.7906277213844831,4.34,-0.501643254880062,5.4,0.2379851349101933,1.0
odor,18,,,18.0,2583.0,58.0,2799.0,282.0,3233.0,273.0,3293.0,119.0,S29-SBC,6.16,0.544446247198309,5.64,0.8895386122999731,5.460000000000001,0.1696268896122841,2.38,-1.1567816260817394,1.0
face,V06,V06,,,2252.0,44.0,3457.0,192.0,1757.0,218.0,3451.0,342.0,S29-SBC,5.88,0.3645000933358835,3.84,-0.6534712859816704,4.36,-0.4896562880141272,6.840000000000001,0.9030394845222408,1.0
odor,17,,,17.0,2871.0,70.0,2309.0,190.0,1328.0,301.0,2809.0,162.0,S29-SBC,6.4,0.6986858076518165,3.8,-0.6877603948323735,6.02,0.5052619618584573,3.24,-0.7595963895078778,1.0
music,M17,,M17,,1200.0,12.0,3398.0,143.0,1469.0,298.0,1380.0,155.0,S29-SBC,5.24,-0.0468054012068034,2.86,-1.4935544528238984,5.96,0.4693010612606529,3.1,-0.8242544512757157,1.0
face,V09,V09,,,1559.0,-50.0,2510.0,220.0,3819.0,316.0,,,S29-SBC,4.0,-0.8437097968832593,4.4,-0.1734237620718257,6.32,0.6850664648474785,,,1.0
odor,16,,,16.0,1232.0,-71.0,1823.0,287.0,2812.0,182.0,2150.0,145.0,S29-SBC,3.58,-1.1136290276768976,5.739999999999999,0.9752613844267312,3.64,-0.9211870951877784,2.9,-0.9166231109440556,1.0
face,V01,V01,,,2895.0,90.0,3520.0,178.0,2122.0,307.0,2079.0,148.0,S29-SBC,6.800000000000001,0.9557517417409958,3.56,-0.8934950479365926,6.14,0.5771837630540657,2.96,-0.8889125130435537,1.0
face,V13,V13,,,4056.0,66.0,2524.0,300.0,1576.0,301.0,1231.0,373.0,S29-SBC,6.32,0.6472726208339807,6.0,1.1981405919563015,6.02,0.5052619618584573,7.46,1.1893823294940944,1.0
odor,5,,,5.0,3941.0,-27.0,3347.0,233.0,3966.0,166.0,4029.0,330.0,S30-SCB,4.46,-0.9673233919758032,4.66,-0.1159974075372018,3.3200000000000003,-0.3105208077690146,6.6000000000000005,1.1190721441240723,1.0
music,M10,,M10,,2051.0,194.0,2636.0,362.0,2634.0,90.0,3639.0,136.0,S30-SCB,8.88,1.2140895633982018,7.24,1.36949965896222,1.7999999999999998,-0.9204503466870791,2.72,-0.8336791422892558,1.0
face,V05,V05,,,2765.0,61.0,4499.0,193.0,2280.0,24.0,3103.0,148.0,S30-SCB,6.22,-0.0987064685689595,3.86,-0.5766166529633792,0.48,-1.4501259989053985,2.96,-0.7128904029234829,1.0
odor,14,,,14.0,,,2651.0,185.0,2927.0,219.0,3728.0,205.0,S30-SCB,,,3.7,-0.6687405020486146,4.38,0.1148247917396357,4.1,-0.1391438909360617,1.0
face,V18,V18,,,3087.0,87.0,3568.0,186.0,2078.0,425.0,1557.0,328.0,S30-SCB,6.74,0.1579303497103352,3.72,-0.6572250209129602,8.5,1.76805485775439,6.5600000000000005,1.0989406875631105,1.0
music,M17,,M17,,2411.0,170.0,2306.0,405.0,3020.0,200.0,3383.0,122.0,S30-SCB,8.4,0.9771940388326992,8.100000000000001,1.8646653477953603,4.0,-0.0376575929898804,2.44,-0.9745993382159908,1.0
music,M16,,M16,,2446.0,219.0,2735.0,298.0,3709.0,160.0,2347.0,124.0,S30-SCB,9.38,1.4608557348206006,5.96,0.6325088662803363,3.2,-0.3586731397888618,2.48,-0.9544678816550288,1.0
face,V15,V15,,,2034.0,67.0,2472.0,280.0,1863.0,442.0,1952.0,43.0,S30-SCB,6.34,-0.0394825874275838,5.6000000000000005,0.4252302058385565,8.84,1.904486465143957,0.8599999999999999,-1.7697918723739956,1.0
music,M11,,M11,,1780.0,136.0,1830.0,287.0,3038.0,135.0,2250.0,177.0,S30-SCB,7.720000000000001,0.6415920456982367,5.739999999999999,0.5058385737881375,2.7,-0.5593078565382251,3.54,-0.4209842827895318,1.0
face,V08,V08,,,2750.0,66.0,,,2759.0,153.0,3526.0,291.0,S30-SCB,6.32,-0.0493532342844797,,,3.06,-0.4148508604786835,5.819999999999999,0.7265087411853105,1.0
odor,2,,,2.0,3291.0,154.0,2742.0,326.0,2093.0,362.0,,,S30-SCB,8.08,0.8192636891223638,6.5200000000000005,0.9549423380786604,7.24,1.2624553715459943,,,1.0
music,M14,,M14,,3711.0,171.0,,,3684.0,149.0,2513.0,110.0,S30-SCB,8.42,0.987064685689595,,,2.98,-0.4469524151585817,2.2,-1.0953880775817637,1.0
music,M02,,M02,,2014.0,200.0,1989.0,410.0,1636.0,135.0,,,S30-SCB,9.0,1.2733134445395775,8.2,1.9222427534736328,2.7,-0.5593078565382251,,,1.0
face,V02,V02,,,4190.0,54.0,,,4994.0,344.0,2752.0,198.0,S30-SCB,6.08,-0.1678009965672311,,,6.879999999999999,1.1179983754864526,3.96,-0.2096039888994293,1.0
odor,17,,,17.0,3273.0,129.0,2871.0,334.0,1628.0,413.0,3441.0,462.0,S30-SCB,7.58,0.572497517699965,6.680000000000001,1.0470661871638958,8.26,1.6717501937146957,9.24,2.447748277147574,1.0
face,V13,V13,,,,,,,2080.0,89.0,1910.0,432.0,S30-SCB,,,,,1.7799999999999998,-0.9284757353570536,8.64,2.1457764287331416,1.0
odor,10,,,10.0,2032.0,-77.0,2722.0,140.0,3500.0,131.0,,,S30-SCB,3.46,-1.4608557348206006,2.8000000000000003,-1.186937153153064,2.62,-0.5914094112181233,,,1.0
face,V12,V12,,,2239.0,69.0,3004.0,191.0,2164.0,331.0,2327.0,270.0,S30-SCB,6.38,-0.0197412937137919,3.82,-0.599647615234688,6.62,1.0136683227767835,5.4,0.5151284472952079,1.0
odor,6,,,6.0,,,2383.0,225.0,2300.0,282.0,3683.0,322.0,S30-SCB,,,4.5,-0.2081212566224373,5.64,0.6204242779480315,6.44,1.0385463178802237,1.0
face,V14,V14,,,3467.0,159.0,,,2535.0,385.0,2750.0,137.0,S30-SCB,8.18,0.8686169234068436,,,7.7,1.4470393109554085,2.74,-0.8236134140087747,1.0
odor,1,,,1.0,3908.0,-44.0,4186.0,223.0,3313.0,126.0,2132.0,282.0,S30-SCB,4.12,-1.1351243885430342,4.46,-0.2311522188937461,2.52,-0.631536354567996,5.64,0.6359171866609808,1.0
face,V06,V06,,,1831.0,-67.0,2130.0,114.0,2699.0,38.0,3210.0,288.0,S30-SCB,3.66,-1.362149266251641,2.28,-1.486339662680079,0.76,-1.337770557525755,5.76,0.6963115563438672,1.0
music,M06,,M06,,,,3370.0,232.0,1698.0,128.0,1619.0,107.0,S30-SCB,,,4.640000000000001,-0.1275128886728563,2.56,-0.6154855772280469,2.14,-1.125585262423207,1.0
odor,16,,,16.0,3253.0,51.0,,,1574.0,350.0,4191.0,170.0,S30-SCB,6.02,-0.197412937137919,,,7.0,1.1661507075062998,3.4000000000000004,-0.4914443807528993,1.0
music,M13,,M13,,3099.0,178.0,1740.0,329.0,1915.0,176.0,3454.0,314.0,S30-SCB,8.56,1.0561592136878666,6.58,0.9894887814856236,3.52,-0.2302669210692692,6.28,0.9580204916363751,1.0
odor,18,,,18.0,4457.0,61.0,,,4366.0,192.0,3049.0,191.0,S30-SCB,6.22,-0.0987064685689595,,,3.84,-0.1018607023496766,3.82,-0.2800640868627968,1.0
music,M03,,M03,,,,2134.0,171.0,3749.0,85.0,2670.0,124.0,S30-SCB,,,3.4200000000000004,-0.8299572379477766,1.7000000000000002,-0.960577290036952,2.48,-0.9544678816550288,1.0
odor,3,,,3.0,,,4150.0,182.0,,,4315.0,298.0,S30-SCB,,,3.64,-0.7032869454555779,,,5.96,0.796968839148678,1.0
face,V03,V03,,,3127.0,-48.0,2142.0,200.0,3302.0,147.0,2901.0,292.0,S30-SCB,4.04,-1.174606975970618,4.0,-0.4960082850137981,2.94,-0.4630031924985307,5.84,0.7365744694657915,1.0
music,M09,,M09,,1784.0,64.0,1623.0,284.0,2211.0,124.0,3533.0,164.0,S30-SCB,6.28,-0.0690945279982716,5.68,0.4712921303811742,2.48,-0.647587131907945,3.28,-0.5518387504357858,1.0
face,V09,V09,,,,,2966.0,310.0,1582.0,406.0,3532.0,320.0,S30-SCB,,,6.2,0.7706946399081894,8.120000000000001,1.6155724730248735,6.4,1.0184148613192616,1.0
music,M04,,M04,,1158.0,188.0,2149.0,368.0,2962.0,268.0,1850.0,345.0,S30-SCB,8.76,1.1548656822568262,7.359999999999999,1.4385925457761466,5.36,0.508068836568388,6.9,1.2700580683312883,1.0
odor,4,,,4.0,1791.0,-86.0,3088.0,275.0,3416.0,109.0,1750.0,277.0,S30-SCB,3.28,-1.549691556532664,5.5,0.3676528001602843,2.18,-0.767967961957563,5.540000000000001,0.5855885452585754,1.0
odor,7,,,7.0,4334.0,103.0,,,1473.0,308.0,2896.0,161.0,S30-SCB,7.06,0.3158606994206704,,,6.16,0.8290843833673693,3.22,-0.582035935277229,1.0
music,M15,,M15,,4761.0,214.0,1577.0,367.0,1681.0,300.0,4300.0,234.0,S30-SCB,9.28,1.4115025005361208,7.34,1.4270770646404922,6.0,0.7648812740075731,4.680000000000001,0.1527622291978893,1.0
face,V01,V01,,,2427.0,63.0,,,1592.0,330.0,2745.0,82.0,S30-SCB,6.26,-0.0789651748551676,,,6.6000000000000005,1.0056429341068092,1.64,-1.3772284694352337,1.0
face,V10,V10,,,2154.0,107.0,2637.0,178.0,2922.0,302.0,3641.0,114.0,S30-SCB,7.14,0.3553432868482541,3.56,-0.7493488699981956,6.04,0.7809320513475221,2.28,-1.0551251644598394,1.0
odor,9,,,9.0,1279.0,-149.0,1985.0,300.0,3168.0,55.0,2282.0,360.0,S30-SCB,2.02,-2.171542308517109,6.0,0.6555398285516452,1.1,-1.201338950136188,7.199999999999999,1.4210439925385046,1.0
face,V07,V07,,,1711.0,-73.0,1799.0,220.0,1873.0,59.0,1954.0,318.0,S30-SCB,3.54,-1.421373147393017,4.4,-0.2656986623007095,1.18,-1.1692373954562898,6.36,0.9982834047582996,1.0
odor,12,,,12.0,1903.0,-179.0,3221.0,143.0,1945.0,425.0,2815.0,55.0,S30-SCB,1.42,-2.467661714223988,2.86,-1.1523907097461008,8.5,1.76805485775439,1.1,-1.6490031330082229,1.0
face,V11,V11,,,,,3551.0,145.0,1676.0,24.0,3114.0,264.0,S30-SCB,,,2.9,-1.1293597474747918,0.48,-1.4501259989053985,5.28,0.4547340776123215,1.0
odor,8,,,8.0,3507.0,-43.0,1858.0,132.0,2067.0,196.0,1788.0,310.0,S30-SCB,4.14,-1.1252537416861383,2.64,-1.2790610022382995,3.92,-0.0697591476697785,6.2,0.9177575785144508,1.0
music,M18,,M18,,1465.0,172.0,3735.0,306.0,1491.0,195.0,2859.0,171.0,S30-SCB,8.44,0.9969353325464908,6.12,0.7246327153655717,3.9,-0.077784536339753,3.4200000000000004,-0.4813786524724182,1.0
music,M08,,M08,,,,2263.0,134.0,1735.0,50.0,1769.0,125.0,S30-SCB,,,2.68,-1.2560300399669906,1.0,-1.2414658934860603,2.5,-0.9444021533745476,1.0
face,V04,V04,,,3763.0,-37.0,2002.0,114.0,2132.0,19.0,2077.0,345.0,S30-SCB,4.26,-1.066029860544763,2.28,-1.486339662680079,0.38,-1.4902529422552713,6.9,1.2700580683312883,1.0
odor,15,,,15.0,2442.0,118.0,,,1471.0,316.0,2587.0,143.0,S30-SCB,7.359999999999999,0.4639204022741096,,,6.32,0.8932874927271656,2.86,-0.7632190443258883,1.0
music,M07,,M07,,1591.0,63.0,2377.0,207.0,1933.0,56.0,2521.0,117.0,S30-SCB,6.26,-0.0789651748551676,4.14,-0.4153999170642171,1.12,-1.1933135614662134,2.3400000000000003,-1.024927979618396,1.0
music,M01,,M01,,4863.0,52.0,,,1661.0,228.0,3888.0,117.0,S30-SCB,6.04,-0.187542290281023,,,4.5600000000000005,0.1870532897694065,2.3400000000000003,-1.024927979618396,1.0
music,M05,,M05,,803.0,118.0,2019.0,314.0,1645.0,159.0,3134.0,220.0,S30-SCB,7.359999999999999,0.4639204022741096,6.28,0.8167565644508071,3.18,-0.3666985284588363,4.4,0.0118420332711543,1.0
