stimulus_type,stimulus_name,face,music,odor,hedo_rt,hedo,emo_rt,emo,fam_rt,fam,compl_rt,compl,subject,hedo_scaled,hedo_zscore,emo_scaled,emo_zscore,fam_scaled,fam_zscore,compl_scaled,compl_zscore,version
face,V04,V04,,,1207.0,113.0,1952.0,265.0,2198.0,81.0,2251.0,351.0,S07-BSC,7.26,0.5606534590869069,5.300000000000001,0.1324088518988433,1.62,-0.908206515937639,7.02,1.1295267854709898,1.0
music,M16,,M16,,1898.0,74.0,2286.0,218.0,2624.0,102.0,2579.0,235.0,S07-BSC,6.48,0.1794459920038027,4.36,-0.4641776481040277,2.04,-0.753715632208678,4.699999999999999,-0.6658106506188682,1.0
music,M05,,M05,,1027.0,164.0,2198.0,316.0,2488.0,88.0,2019.0,444.0,S07-BSC,8.28,1.0591555314263508,6.32,0.7797686710508951,1.7599999999999998,-0.8567095546946519,8.88,2.5688921437154453,1.0
face,V03,V03,,,1169.0,56.0,2498.0,103.0,1753.0,42.0,2661.0,229.0,S07-BSC,6.12,0.0035040841192931,2.06,-1.923910573642968,0.8400000000000001,-1.1951181571485667,4.58,-0.7586729317959299,1.0
face,V18,V18,,,825.0,32.0,2296.0,241.0,1606.0,37.0,1988.0,169.0,S07-BSC,5.64,-0.2310851263933862,4.82,-0.1722310629962397,0.74,-1.231901700893557,3.3800000000000003,-1.687295743566546,1.0
face,V01,V01,,,1098.0,154.0,2194.0,308.0,1442.0,41.0,2563.0,218.0,S07-BSC,8.08,0.9614100270460676,6.16,0.678222032752534,0.8200000000000001,-1.2024748658975648,4.36,-0.9289204472872096,1.0
odor,9,,,9.0,2918.0,-12.0,3681.0,122.0,2056.0,355.0,2635.0,296.0,S07-BSC,4.76,-0.6611653456666319,2.44,-1.6827373076843604,7.1,1.1075316812878526,5.92,0.2782892080145916,1.0
face,V16,V16,,,2192.0,55.0,1987.0,220.0,1517.0,384.0,2304.0,268.0,S07-BSC,6.1,-0.0062704663187351,4.4,-0.4387909885294375,7.68,1.3208762350087988,5.36,-0.1550681041450292,1.0
music,M02,,M02,,1375.0,169.0,1796.0,343.0,1457.0,96.0,2570.0,329.0,S07-BSC,8.379999999999999,1.1080282836164923,6.86,1.1224885753078635,1.92,-0.7978558847026668,6.58,0.7890317544884307,1.0
face,V05,V05,,,1136.0,-10.0,2849.0,57.0,1424.0,50.0,2899.0,241.0,S07-BSC,4.8,-0.6416162447905752,1.14,-2.507803743858544,1.0,-1.1362644871565817,4.82,-0.5729483694418066,1.0
music,M04,,M04,,1347.0,161.0,1560.0,271.0,1532.0,23.0,1951.0,420.0,S07-BSC,8.219999999999999,1.029831880112266,5.42,0.2085688306226142,0.4599999999999999,-1.3348956233795313,8.4,2.1974430190071987,1.0
odor,4,,,4.0,1342.0,145.0,2116.0,263.0,1900.0,308.0,1948.0,322.0,S07-BSC,7.9,0.8734390731038129,5.26,0.1070221923242531,6.16,0.7617663700849399,6.44,0.6806924264485253,1.0
face,V10,V10,,,1148.0,222.0,1747.0,334.0,1889.0,307.0,2599.0,282.0,S07-BSC,9.44,1.6260794568319927,6.680000000000001,1.0082486072222074,6.14,0.7544096613359418,5.64,0.0616105519347812,1.0
face,V12,V12,,,1478.0,130.0,1989.0,261.0,2139.0,96.0,2135.0,288.0,S07-BSC,7.6,0.7268208165333881,5.220000000000001,0.0816355327496628,1.92,-0.7978558847026668,5.76,0.1544728331118428,1.0
odor,7,,,7.0,1719.0,56.0,2497.0,298.0,2397.0,365.0,3762.0,286.0,S07-BSC,6.12,0.0035040841192931,5.96,0.5512887348795827,7.3,1.181098768777834,5.72,0.1235187393861556,1.0
music,M03,,M03,,1664.0,128.0,1363.0,291.0,1498.0,124.0,1734.0,389.0,S07-BSC,7.56,0.7072717156573316,5.819999999999999,0.4624354263685168,2.48,-0.5918680397307188,7.78,1.7176545662590468,1.0
odor,3,,,3.0,1164.0,-103.0,1735.0,312.0,1055.0,394.0,1200.0,328.0,S07-BSC,2.94,-1.550649435527208,6.24,0.7289953519017145,7.880000000000001,1.3944433224987802,6.5600000000000005,0.773554707625587,1.0
face,V13,V13,,,1166.0,99.0,1895.0,309.0,1740.0,98.0,2129.0,238.0,S07-BSC,6.98,0.4238097529545105,6.18,0.6909153625398291,1.96,-0.7831424672046705,4.76,-0.6193795100303374,1.0
music,M09,,M09,,2660.0,85.0,1608.0,266.0,1380.0,78.0,1947.0,297.0,S07-BSC,6.7,0.2869660468221142,5.32,0.1451021816861385,1.56,-0.9302766421846336,5.94,0.2937662548774353,1.0
odor,10,,,10.0,1239.0,-163.0,1575.0,285.0,1916.0,335.0,2364.0,338.0,S07-BSC,1.7399999999999998,-2.137122461808907,5.699999999999999,0.386275447644746,6.7,0.9603975063078898,6.760000000000001,0.9283251762540232,1.0
face,V14,V14,,,1347.0,73.0,945.0,351.0,1400.0,78.0,1816.0,345.0,S07-BSC,6.46,0.1696714415657744,7.02,1.2240352136062247,1.56,-0.9302766421846336,6.9,1.0366645042939282,1.0
odor,2,,,2.0,2484.0,93.0,1691.0,270.0,936.0,394.0,2385.0,220.0,S07-BSC,6.86,0.3651624503263406,5.4,0.195875500835319,7.880000000000001,1.3944433224987802,4.4,-0.8979663535615223,1.0
odor,8,,,8.0,827.0,-176.0,2803.0,269.0,1239.0,439.0,2723.0,186.0,S07-BSC,1.48,-2.2641916175032746,5.380000000000001,0.1831821710480239,8.78,1.725495216203697,3.72,-1.4241859468982048,1.0
face,V09,V09,,,1367.0,-52.0,2155.0,88.0,1410.0,84.0,2389.0,237.0,S07-BSC,3.96,-1.0521473631877645,1.7599999999999998,-2.114310520452394,1.6800000000000002,-0.8861363896906446,4.74,-0.634856556893181,1.0
face,V08,V08,,,1057.0,99.0,1306.0,259.0,1280.0,123.0,1948.0,140.0,S07-BSC,6.98,0.4238097529545105,5.18,0.0562488731750726,2.46,-0.5992247484797169,2.8000000000000003,-2.1361301025890107,1.0
music,M13,,M13,,2049.0,109.0,1371.0,272.0,1650.0,44.0,1661.0,396.0,S07-BSC,7.18,0.5215552573347936,5.44,0.2212621604099093,0.8799999999999999,-1.1804047396505704,7.92,1.825993894298952,1.0
odor,1,,,1.0,1498.0,-192.0,2477.0,102.0,2370.0,276.0,1859.0,298.0,S07-BSC,1.16,-2.420584424511728,2.04,-1.936603903430263,5.5200000000000005,0.5263516901169992,5.96,0.3092433017402788,1.0
music,M06,,M06,,1267.0,170.0,957.0,405.0,1893.0,298.0,2721.0,239.0,S07-BSC,8.4,1.1178028340545203,8.100000000000001,1.9094750221201615,5.96,0.6881992825949584,4.779999999999999,-0.6039024631674937,1.0
face,V17,V17,,,1787.0,39.0,2948.0,216.0,1807.0,170.0,1578.0,236.0,S07-BSC,5.779999999999999,-0.162663273327188,4.32,-0.489564307678618,3.4000000000000004,-0.2534594372768041,4.72,-0.6503336037560246,1.0
odor,14,,,14.0,1178.0,28.0,2256.0,281.0,1513.0,356.0,2083.0,210.0,S07-BSC,5.5600000000000005,-0.2701833281454995,5.620000000000001,0.3355021284955655,7.119999999999999,1.114888390036851,4.2,-1.0527368221899582,1.0
odor,17,,,17.0,697.0,243.0,1912.0,332.0,1989.0,490.0,2134.0,298.0,S07-BSC,9.86,1.8313450160305875,6.640000000000001,0.9828619476476173,9.8,2.100687362402602,5.96,0.3092433017402788,1.0
music,M07,,M07,,1090.0,68.0,1452.0,282.0,1619.0,170.0,1716.0,297.0,S07-BSC,6.36,0.1207986893756329,5.64,0.3481954582828606,3.4000000000000004,-0.2534594372768041,5.94,0.2937662548774353,1.0
odor,15,,,15.0,1376.0,189.0,1381.0,306.0,1807.0,336.0,2826.0,289.0,S07-BSC,8.78,1.3035192923770584,6.12,0.6528353731779437,6.720000000000001,0.967754215056888,5.779999999999999,0.1699498799746864,1.0
music,M10,,M10,,717.0,133.0,1060.0,301.0,1527.0,195.0,1701.0,278.0,S07-BSC,7.66,0.7561444678474731,6.02,0.5893687242414681,3.9,-0.0695417185518504,5.5600000000000005,-0.0002976355165932,1.0
music,M08,,M08,,946.0,31.0,1284.0,258.0,2091.0,152.0,1937.0,279.0,S07-BSC,5.620000000000001,-0.2408596768314145,5.16,0.0435555433877774,3.04,-0.3858801947587707,5.58,0.0151794113462503,1.0
music,M01,,M01,,1298.0,131.0,1150.0,387.0,2830.0,309.0,2977.0,278.0,S07-BSC,7.62,0.7365953669714165,7.74,1.6809950859488494,6.18,0.769123078833938,5.5600000000000005,-0.0002976355165932,1.0
face,V15,V15,,,1045.0,11.0,1846.0,256.0,2867.0,85.0,1634.0,262.0,S07-BSC,5.220000000000001,-0.4363506855919807,5.12,0.0181688838131872,1.7000000000000002,-0.8787796809416464,5.24,-0.2479303853220908,1.0
music,M17,,M17,,1786.0,90.0,1795.0,315.0,1294.0,138.0,2696.0,333.0,S07-BSC,6.800000000000001,0.3358387990122557,6.3,0.7670753412635999,2.76,-0.4888741172447447,6.66,0.850939941939805,1.0
odor,18,,,18.0,1436.0,216.0,1308.0,304.0,1573.0,398.0,1632.0,197.0,S07-BSC,9.32,1.5674321542038228,6.08,0.6274487136033535,7.960000000000001,1.423870157494773,3.94,-1.253938431406925,1.0
odor,12,,,12.0,1868.0,-110.0,1659.0,308.0,1512.0,413.0,2381.0,292.0,S07-BSC,2.8000000000000003,-1.6190712885934062,6.16,0.678222032752534,8.26,1.534220788729745,5.84,0.2163810205632172,1.0
face,V14,V14,,,,,99.0,248.0,1820.0,254.0,3390.0,268.0,S08-BSC,,,4.96,0.1847878813984056,5.08,-0.132400553832572,5.36,0.5503761140249259,1.0
music,M18,,M18,,3937.0,24.0,3914.0,55.0,3907.0,369.0,,,S08-BSC,5.48,0.4328110980934742,1.1,-1.5739877349798452,7.38,0.7781281718598662,,,1.0
odor,16,,,16.0,,,3563.0,346.0,2997.0,299.0,3311.0,145.0,S08-BSC,,,6.92,1.0778449301293311,5.98,0.2238932953514255,2.9,-0.3921153519197666,1.0
odor,14,,,14.0,3603.0,-247.0,3388.0,300.0,3681.0,40.0,2904.0,86.0,S08-BSC,0.06,-2.276374674891085,6.0,0.6586548868474681,0.8,-1.8267757477298048,1.7199999999999998,-0.844204754283481,1.0
music,M15,,M15,,3646.0,65.0,2988.0,49.0,4648.0,327.0,2836.0,22.0,S08-BSC,6.3,0.8426879124564517,0.98,-1.6286646971470446,6.54,0.4455872459548018,0.4399999999999999,-1.3346068178644592,1.0
music,M11,,M11,,3000.0,40.0,3369.0,331.0,1839.0,490.0,2057.0,5.0,S08-BSC,5.8,0.5927630256497581,6.62,0.9411525247113324,9.8,1.7361627441101708,0.1,-1.4648698660031565,1.0
face,V12,V12,,,3945.0,59.0,2369.0,183.0,2698.0,312.0,2926.0,194.0,S08-BSC,6.18,0.7827059396228453,3.66,-0.4075458754129223,6.24,0.3268226295601359,3.88,-0.0166512719905801,1.0
face,V02,V02,,,4583.0,-66.0,2724.0,25.0,2851.0,427.0,2378.0,9.0,S08-BSC,3.68,-0.4669184944106229,0.5,-1.8473725458158428,8.54,1.237351355252574,0.18,-1.4342197370293452,1.0
music,M16,,M16,,2805.0,32.0,2407.0,16.0,2879.0,455.0,2927.0,88.0,S08-BSC,5.64,0.5127870618716162,0.32,-1.929387989066642,9.1,1.4590453058559505,1.7599999999999998,-0.8288796897965753,1.0
odor,12,,,12.0,2798.0,-190.0,2903.0,225.0,4378.0,217.0,3589.0,91.0,S08-BSC,1.2,-1.7065459329718236,4.5,-0.0248071402425257,4.34,-0.4253532742727477,1.82,-0.805892093066217,1.0
face,V09,V09,,,2355.0,-243.0,4117.0,385.0,2478.0,344.0,4007.0,330.0,S08-BSC,0.14,-2.236386693002014,7.7,1.4332451842161278,6.879999999999999,0.5801871445354231,6.6000000000000005,1.0254531131189986,1.0
music,M13,,M13,,3566.0,-111.0,2617.0,280.0,2582.0,11.0,2210.0,3.0,S08-BSC,2.78,-0.9167832906626714,5.6000000000000005,0.4763983462901364,0.2199999999999999,-2.0563873394261587,0.06,-1.480194930490062,1.0
odor,5,,,5.0,3350.0,144.0,2118.0,311.0,1908.0,490.0,3770.0,121.0,S08-BSC,7.880000000000001,1.6324505547656034,6.22,0.7588959841540005,9.8,1.7361627441101708,2.42,-0.5760161257626335,1.0
music,M12,,M12,,4303.0,35.0,3619.0,211.0,2770.0,268.0,2874.0,65.0,S08-BSC,5.699999999999999,0.5427780482884194,4.22,-0.1523867186326579,5.36,-0.0215535785308838,1.3,-1.0051179313959897,1.0
face,V08,V08,,,4938.0,-18.0,3351.0,272.0,2227.0,306.0,3479.0,147.0,S08-BSC,4.640000000000001,0.0129372882582288,5.44,0.4034957300672037,6.12,0.2793167830022696,2.94,-0.3767902874328611,1.0
face,V01,V01,,,3725.0,-18.0,3206.0,210.0,2339.0,287.0,1956.0,368.0,S08-BSC,4.640000000000001,0.0129372882582288,4.2,-0.1614995456605245,5.739999999999999,0.1288816022356929,7.359999999999999,1.3166293383702043,1.0
face,V17,V17,,,3460.0,-19.0,3700.0,270.0,1925.0,291.0,2741.0,203.0,S08-BSC,4.62,0.002940292785961,5.4,0.3852700760114705,5.819999999999999,0.1605521666076038,4.0600000000000005,0.0523115182004948,1.0
music,M03,,M03,,1866.0,93.0,3298.0,261.0,3339.0,232.0,2274.0,195.0,S08-BSC,6.86,1.122603785679949,5.220000000000001,0.3032546327606712,4.640000000000001,-0.3065886578780818,3.9,-0.0089887397471273,1.0
music,M01,,M01,,2361.0,22.0,2876.0,265.0,2314.0,268.0,2280.0,289.0,S08-BSC,5.44,0.4128171071489386,5.300000000000001,0.3397059408721376,5.36,-0.0215535785308838,5.779999999999999,0.7112892911374343,1.0
odor,4,,,4.0,4717.0,13.0,3058.0,201.0,3929.0,290.0,3258.0,164.0,S08-BSC,5.26,0.322844147898529,4.0200000000000005,-0.2435149889113238,5.8,0.152634525514626,3.28,-0.2465272392941637,1.0
music,M04,,M04,,3420.0,77.0,2516.0,264.0,1813.0,235.0,1419.0,365.0,S08-BSC,6.54,0.9626518581236648,5.28,0.330593113844271,4.699999999999999,-0.2828357345991487,7.3,1.293641741639846,1.0
odor,1,,,1.0,1975.0,-248.0,2712.0,493.0,4644.0,67.0,3920.0,378.0,S08-BSC,0.04,-2.2863716703633528,9.86,2.417430503225719,1.34,-1.6129994382194062,7.56,1.3932546608047325,1.0
music,M02,,M02,,4018.0,14.0,3313.0,15.0,3091.0,454.0,2261.0,9.0,S08-BSC,5.28,0.3328411433707967,0.3,-1.9385008160945083,9.08,1.4511276647629727,0.18,-1.4342197370293452,1.0
music,M09,,M09,,2058.0,-6.0,3688.0,38.0,4154.0,207.0,3858.0,174.0,S08-BSC,4.88,0.1329012339254418,0.76,-1.728905794453577,4.14,-0.504529685202525,3.4799999999999995,-0.1699019168596358,1.0
face,V11,V11,,,,,2919.0,423.0,2481.0,123.0,1940.0,500.0,S08-BSC,,,8.459999999999999,1.779532611275058,2.46,-1.169611537012654,10.0,2.3280835945059724,1.0
odor,15,,,15.0,2665.0,13.0,2199.0,231.0,2769.0,444.0,2435.0,220.0,S08-BSC,5.26,0.322844147898529,4.62,0.0298698219246737,8.88,1.3719512538331955,4.4,0.1825745663391922,1.0
face,V13,V13,,,3168.0,145.0,2799.0,378.0,2877.0,188.0,1502.0,490.0,S08-BSC,7.9,1.6424475502378713,7.56,1.3694553950210615,3.76,-0.6549648659691018,9.8,2.2514582720714444,1.0
face,V05,V05,,,4119.0,-169.0,2625.0,305.0,2644.0,236.0,2239.0,322.0,S08-BSC,1.62,-1.4966090280542008,6.1,0.7042190219868011,4.72,-0.274918093506171,6.44,0.9641528551713764,1.0
odor,13,,,13.0,2238.0,-8.0,3943.0,146.0,2387.0,300.0,3358.0,271.0,S08-BSC,4.84,0.1129072429809062,2.92,-0.744720475443986,6.0,0.2318109364444033,5.42,0.5733637107552843,1.0
odor,9,,,9.0,1618.0,-117.0,2702.0,267.0,3350.0,98.0,2618.0,330.0,S08-BSC,2.66,-0.976765263496278,5.34,0.3579315949278708,1.96,-1.367552564337097,6.6000000000000005,1.0254531131189986,1.0
face,V06,V06,,,3526.0,-67.0,2997.0,237.0,2982.0,313.0,2190.0,262.0,S08-BSC,3.66,-0.4769154898828906,4.74,0.0845467840918732,6.26,0.3347402706531137,5.24,0.5044009205642092,1.0
odor,2,,,2.0,2536.0,12.0,2049.0,234.0,2399.0,440.0,2091.0,52.0,S08-BSC,5.24,0.3128471524262612,4.680000000000001,0.0572083030082735,8.8,1.3402806894612846,1.04,-1.1047308505608755,1.0
odor,10,,,10.0,3141.0,-192.0,2840.0,349.0,2347.0,39.0,,,S08-BSC,1.16,-1.726539923916359,6.98,1.1051834112129308,0.78,-1.8346933888227823,,,1.0
odor,3,,,3.0,2506.0,-238.0,2835.0,489.0,3015.0,32.0,2115.0,409.0,S08-BSC,0.24,-2.186401715640675,9.78,2.3809791951142527,0.64,-1.8901168764736265,8.18,1.6307931603517685,1.0
face,V07,V07,,,858.0,12.0,3536.0,267.0,2396.0,398.0,3176.0,230.0,S08-BSC,5.24,0.3128471524262612,5.34,0.3579315949278708,7.960000000000001,1.0077397635562202,4.6000000000000005,0.2591998887737201,1.0
odor,6,,,6.0,3766.0,46.0,2955.0,172.0,2739.0,328.0,2489.0,234.0,S08-BSC,5.92,0.6527449984833645,3.4399999999999995,-0.5077869727194547,6.5600000000000005,0.4535048870477795,4.680000000000001,0.2898500177475312,1.0
odor,18,,,18.0,2807.0,9.0,2646.0,239.0,2999.0,426.0,2526.0,88.0,S08-BSC,5.18,0.2828561660094579,4.779999999999999,0.1027724381476064,8.52,1.2294337141595963,1.7599999999999998,-0.8288796897965753,1.0
face,V15,V15,,,2718.0,7.0,2259.0,189.0,3461.0,271.0,2243.0,236.0,S08-BSC,5.140000000000001,0.2628621750649225,3.78,-0.3528689132457228,5.42,0.0021993447480493,4.72,0.3051750822344368,1.0
music,M07,,M07,,2707.0,36.0,2598.0,174.0,2640.0,178.0,2719.0,51.0,S08-BSC,5.72,0.5527750437606871,3.4799999999999995,-0.4895613186637216,3.56,-0.734141276898879,1.02,-1.1123933828043284,1.0
face,V18,V18,,,2678.0,-25.0,2519.0,267.0,3494.0,304.0,3508.0,270.0,S08-BSC,4.5,-0.0570416800476453,5.34,0.3579315949278708,6.08,0.2634815008163142,5.4,0.5657011785118314,1.0
odor,7,,,7.0,3703.0,23.0,1878.0,150.0,1756.0,441.0,2603.0,111.0,S08-BSC,5.460000000000001,0.4228141026212064,3.0,-0.7082691673325197,8.82,1.3481983305542622,2.22,-0.6526414481971613,1.0
music,M10,,M10,,1513.0,18.0,3988.0,223.0,1841.0,385.0,2690.0,95.0,S08-BSC,5.36,0.3728291252598677,4.46,-0.0430327942982589,7.7,0.9048104293475098,1.9,-0.7752419640924059,1.0
face,V10,V10,,,1817.0,167.0,2965.0,278.0,2230.0,258.0,3049.0,165.0,S08-BSC,8.34,1.8623814506277616,5.5600000000000005,0.4581726922344032,5.16,-0.100729989460661,3.3000000000000003,-0.2388647070507109,1.0
music,M17,,M17,,2343.0,-17.0,2006.0,80.0,3439.0,230.0,1661.0,60.0,S08-BSC,4.66,0.0229342837304965,1.6,-1.3461670592831805,4.6000000000000005,-0.3224239400640373,1.2,-1.0434305926132534,1.0
odor,17,,,17.0,2359.0,47.0,4299.0,238.0,1902.0,362.0,2390.0,209.0,S08-BSC,5.94,0.6627419939556323,4.76,0.0936596111197398,7.24,0.7227046842090221,4.18,0.0982867116612116,1.0
face,V03,V03,,,1873.0,-20.0,2625.0,278.0,2769.0,139.0,1813.0,439.0,S08-BSC,4.6000000000000005,-0.0070567026863066,5.5600000000000005,0.4581726922344032,2.78,-1.0429292795250102,8.78,1.860669127655352,1.0
odor,8,,,8.0,3117.0,-175.0,3527.0,282.0,2611.0,84.0,2502.0,277.0,S08-BSC,1.5,-1.5565910008878072,5.64,0.4946240003458695,1.6800000000000002,-1.478399539638785,5.540000000000001,0.6193389042160009,1.0
music,M06,,M06,,1079.0,-7.0,2507.0,32.0,2860.0,236.0,2538.0,10.0,S08-BSC,4.859999999999999,0.122904238453174,0.64,-1.7835827566207767,4.72,-0.274918093506171,0.2,-1.4265572047858923,1.0
music,M08,,M08,,1042.0,-9.0,3856.0,125.0,2116.0,205.0,3300.0,125.0,S08-BSC,4.82,0.1029102475086385,2.5,-0.9360898430291844,4.1,-0.5203649673884805,2.5,-0.5453659967888224,1.0
face,V04,V04,,,1328.0,16.0,3117.0,197.0,3130.0,162.0,2674.0,313.0,S08-BSC,5.32,0.3528351343153322,3.94,-0.2799662970227901,3.24,-0.8608235343865225,6.26,0.8951900649803012,1.0
music,M14,,M14,,1486.0,7.0,3385.0,195.0,2317.0,273.0,2798.0,140.0,S08-BSC,5.140000000000001,0.2628621750649225,3.9,-0.2981919510785233,5.460000000000001,0.0180346269340047,2.8000000000000003,-0.4304280131370305,1.0
music,M05,,M05,,1620.0,-22.0,3156.0,179.0,2153.0,115.0,2442.0,95.0,S08-BSC,4.5600000000000005,-0.0270506936308421,3.58,-0.4439971835243886,2.3000000000000003,-1.2329526657564756,1.9,-0.7752419640924059,1.0
face,V16,V16,,,2538.0,-8.0,3527.0,258.0,4100.0,229.0,3788.0,276.0,S08-BSC,4.84,0.1129072429809062,5.16,0.2759161516770715,4.58,-0.330341581157015,5.5200000000000005,0.6116763719725482,1.0
odor,11,,,11.0,2541.0,80.0,2094.0,161.0,1609.0,442.0,3628.0,202.0,S08-BSC,6.6000000000000005,0.992642844540468,3.22,-0.6080280700259872,8.84,1.35611597164724,4.04,0.0446489859570421,1.0
music,M11,,M11,,4964.0,125.0,,,2697.0,224.0,2660.0,326.0,S09-CBS,7.5,0.9338977201642854,,,4.48,-0.2296440874476826,6.5200000000000005,0.8006685545780307,1.0
face,V16,V16,,,2017.0,121.0,4220.0,319.0,2867.0,319.0,4371.0,189.0,S09-CBS,7.42,0.9046795991394468,6.38,1.0428280010173068,6.38,0.52553166165912,3.78,-0.4083104159208864,1.0
face,V12,V12,,,3179.0,221.0,2841.0,379.0,4710.0,295.0,2032.0,163.0,S09-CBS,9.42,1.6351326247604117,7.58,1.6051176688698503,5.9,0.3347504197795067,3.26,-0.6377516803951334,1.0
odor,17,,,17.0,3547.0,134.0,4276.0,399.0,2142.0,448.0,2438.0,365.0,S09-CBS,7.68,0.9996384924701724,7.98,1.7925475581540318,8.96,1.5509808367620417,7.3,1.1448304512894012,1.0
music,M13,,M13,,1608.0,-124.0,2912.0,144.0,2468.0,187.0,3217.0,165.0,S09-CBS,2.52,-0.8849303136319171,2.88,-0.5971835302192797,3.74,-0.5237651686787531,3.3000000000000003,-0.6201023523586529,1.0
odor,18,,,18.0,2571.0,113.0,4076.0,185.0,3337.0,419.0,2017.0,161.0,S09-CBS,7.26,0.8462433570897696,3.7,-0.212952257186708,8.379999999999999,1.3204535028241753,3.22,-0.655401008431614,1.0
music,M05,,M05,,1448.0,219.0,2521.0,347.0,4350.0,338.0,3078.0,389.0,S09-CBS,9.38,1.6205235642479925,6.94,1.3052298460151606,6.760000000000001,0.6765668114804805,7.78,1.3566223877271677,1.0
face,V10,V10,,,1079.0,156.0,,,2298.0,319.0,1940.0,159.0,S09-CBS,8.120000000000001,1.1603381581067846,,,6.38,0.52553166165912,3.18,-0.6730503364680945,1.0
odor,13,,,13.0,2939.0,-42.0,2138.0,55.0,3089.0,115.0,,,S09-CBS,4.16,-0.2859588326227258,1.1,-1.4312465375338863,2.3000000000000003,-1.096108894317593,,,1.0
odor,2,,,2.0,2798.0,-97.0,1619.0,178.0,1974.0,290.0,3109.0,202.0,S09-CBS,3.06,-0.6877079967142566,3.56,-0.2785527184361714,5.8,0.2950043277212539,4.04,-0.2935897836837629,1.0
music,M04,,M04,,1709.0,168.0,1407.0,351.0,2653.0,303.0,1754.0,347.0,S09-CBS,8.36,1.2479925211813003,7.02,1.3427158238719967,6.06,0.3983441670727111,6.94,0.9859864989610764,1.0
odor,4,,,4.0,1930.0,-158.0,2141.0,176.0,3040.0,194.0,3222.0,99.0,S09-CBS,1.84,-1.1332843423430452,3.52,-0.2972957073645896,3.88,-0.4681206397971992,1.98,-1.2025301775625108,1.0
odor,6,,,6.0,1425.0,192.0,,,1889.0,387.0,1981.0,169.0,S09-CBS,8.84,1.423301247330332,,,7.74,1.0660785136513578,3.3800000000000003,-0.5848036962856918,1.0
face,V07,V07,,,857.0,120.0,2780.0,286.0,2036.0,282.0,2399.0,138.0,S09-CBS,7.4,0.8973750688832373,5.72,0.7335686836984076,5.64,0.2314105804280495,2.76,-0.8583682808511403,1.0
music,M10,,M10,,2297.0,-89.0,1875.0,161.0,3231.0,211.0,1692.0,130.0,S09-CBS,3.22,-0.6292717546645794,3.22,-0.4378681243277256,4.22,-0.3329839267991398,2.6,-0.9289655929970624,1.0
music,M02,,M02,,2073.0,31.0,4175.0,206.0,2359.0,209.0,3679.0,190.0,S09-CBS,5.620000000000001,0.2472718760805785,4.12,-0.0161508734383176,4.18,-0.3488823636224409,3.8,-0.3994857519026461,1.0
odor,16,,,16.0,1465.0,-228.0,3374.0,288.0,3215.0,193.0,3717.0,166.0,S09-CBS,0.4399999999999999,-1.6446014602777206,5.76,0.7523116726268256,3.86,-0.4760698582088498,3.3200000000000003,-0.6112776883404126,1.0
face,V01,V01,,,2458.0,86.0,,,2871.0,165.0,2942.0,140.0,S09-CBS,6.720000000000001,0.6490210401721092,,,3.3000000000000003,-0.6986479737350654,2.8000000000000003,-0.8407189528146597,1.0
music,M09,,M09,,4682.0,53.0,1899.0,222.0,1448.0,160.0,1709.0,150.0,S09-CBS,6.06,0.4079715417171908,4.44,0.1337930379890274,3.2,-0.7383940657933181,3.0,-0.752472312632257,1.0
face,V13,V13,,,3300.0,-40.0,1624.0,198.0,3120.0,179.0,2106.0,398.0,S09-CBS,4.2,-0.2713497721103066,3.96,-0.0911228291519901,3.58,-0.5873589159719576,7.960000000000001,1.4360443638913305,1.0
face,V03,V03,,,3847.0,134.0,,,1781.0,442.0,1552.0,79.0,S09-CBS,7.68,0.9996384924701724,,,8.84,1.503285526292138,1.58,-1.3790234579273162,1.0
odor,3,,,3.0,1907.0,-203.0,4184.0,300.0,2870.0,461.0,,,S09-CBS,0.94,-1.4619882038724794,6.0,0.8647696061973345,9.22,1.6543206761134988,,,1.0
music,M03,,M03,,1720.0,128.0,,,1874.0,314.0,3208.0,175.0,S09-CBS,7.56,0.9558113109329144,,,6.28,0.4857855696008672,3.5,-0.5318557121762502,1.0
face,V05,V05,,,1318.0,194.0,1373.0,352.0,2429.0,300.0,2187.0,201.0,S09-CBS,8.88,1.437910307842751,7.039999999999999,1.352087318336206,6.0,0.3744965118377594,4.0200000000000005,-0.3024144477020031,1.0
face,V06,V06,,,1232.0,-141.0,1700.0,172.0,2797.0,38.0,3436.0,140.0,S09-CBS,2.18,-1.0091073279874812,3.4399999999999995,-0.3347816852214259,0.76,-1.7081987120146858,2.8000000000000003,-0.8407189528146597,1.0
odor,14,,,14.0,3399.0,69.0,,,3069.0,121.0,2831.0,350.0,S09-CBS,6.38,0.5248440258165451,,,2.42,-1.0484135838476898,7.0,1.0124604910157973,1.0
odor,1,,,1.0,835.0,-220.0,4681.0,184.0,2150.0,131.0,2227.0,339.0,S09-CBS,0.6,-1.5861652182280437,3.68,-0.222323751650917,2.62,-0.9689213997311842,6.78,0.9153891868151542,1.0
face,V09,V09,,,686.0,91.0,2568.0,200.0,2088.0,418.0,2018.0,326.0,S09-CBS,6.82,0.6855436914531574,4.0,-0.072379840223572,8.36,1.3125042844125248,6.5200000000000005,0.8006685545780307,1.0
odor,15,,,15.0,3573.0,38.0,1617.0,69.0,2480.0,94.0,2003.0,314.0,S09-CBS,5.76,0.298403587874046,1.38,-1.3000456150349595,1.88,-1.263042480962255,6.28,0.6947725863591474,1.0
